id,2023-10-31,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30
MLA831715350,8399.08,8841.14,8841.14,8841.14,8841.14,8841.14,7957.02,7957.02,7957.02,7957.02,7957.02,7957.02,7957.02,7957.02,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8399.08,8399.08,8399.08,8399.08,8399.08,8399.08,8841.14,8841.14
MLA801209854,47935.0,47935.0,47935.0,47935.0,47935.0,47935.0,47935.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0,57520.0
MLA1549818034,82999.0,75529.0,82999.0,82999.0,82999.0,82999.0,78853.0,76359.08,76359.08,76359.08,76359.08,76359.08,76359.08,76359.08,82149.0,82149.0,82149.0,75529.0,82149.0,82149.0,75529.0,75529.0,73869.0,74699.0,74284.0,74284.0,74284.0,74284.0,78853.0,82999.0,75529.0
MLA928509368,7599.05,7999.0,7999.0,7999.0,7999.0,7999.0,7359.08,7359.08,7359.08,6799.15,6799.15,6799.15,6799.15,6799.15,7439.07,7439.07,7439.07,7439.07,7439.07,7439.07,7439.07,7439.07,7439.07,7999.0,7999.0,7999.0,7999.0,7439.07,7439.07,7312.47,7312.47
MLA1377431271,48938.89,48938.89,48938.89,48938.89,48938.89,48938.89,39712.0,42712.0,48303.0,48303.0,48303.0,48303.0,48303.0,44077.0,48938.89,48938.89,48938.89,48938.89,48938.89,48938.89,48938.89,75257.0,57947.89,57948.0,52680.0,52680.0,57948.0,52680.0,57948.0,57947.89,57947.89
MLA1305970989,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,61738.0,49390.0,47538.0,47538.0,47538.0,47538.0,47538.0,47538.0,49390.0,49390.0
MLA1392281927,19550.0,19550.0,19550.0,19550.0,19550.0,19550.0,18573.0,18573.0,18573.0,18573.0,18573.0,18573.0,18573.0,18573.0,19550.0,19550.0,19550.0,19550.0,19550.0,19550.0,19550.0,28125.0,22500.0,21290.0,19969.0,21290.0,21290.0,21290.0,21290.0,22500.0,22500.0
MLA870286739,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0
MLA1384971477,18808.79,18808.79,18808.79,18808.79,18808.79,18808.79,18564.0,18564.0,18564.0,18564.0,18564.0,18564.0,18564.0,18564.0,18808.79,18808.79,18808.79,18808.79,18808.79,18808.79,18808.79,28327.0,21790.0,21790.0,19829.0,19829.0,21790.0,19829.0,21790.0,20657.0,20657.0
MLA619432986,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0
MLA1130134396,27890.4,27890.4,27890.4,27890.4,27890.4,27890.4,26496.0,26496.0,26496.0,26496.0,26496.0,26496.0,26496.0,26496.0,27890.4,27890.4,27890.4,27890.4,27890.4,27890.4,27890.4,39988.0,31990.0,28391.0,27992.0,27992.0,30490.0,27992.0,30490.0,28890.0,28890.0
MLA820463940,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94,32272.94
MLA857001410,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0
MLA1437420470,5148.0,5148.0,5148.0,5148.0,5148.0,5148.0,4993.56,4993.56,4993.56,4993.56,4993.56,4993.56,4993.56,4993.56,5148.0,5764.0,5764.0,5764.0,5764.0,5764.0,5764.0,5764.0,5764.0,5475.8,5475.8,5475.8,5475.8,5475.8,5475.8,5764.0,5764.0
MLA774852231,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5668.52,5668.52,5668.52,5668.52,5668.52,5668.52,5668.52,5668.52,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87,5966.87
MLA1274434769,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,40746.0,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,42890.4,61738.0,49390.0,47538.0,47538.0,47538.0,47538.0,47538.0,47538.0,49390.0,49390.0
MLA612779121,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,30250.0,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0
MLA659280620,4590.27,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,4911.59,5197.0,5456.85,5456.85,5456.85,5456.85,5456.85,5456.85,5456.85
MLA818339494,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13,30736.13
MLA1130140213,38790.4,38790.4,38790.4,38790.4,38790.4,38790.4,36851.0,36851.0,36851.0,36851.0,36851.0,36851.0,36851.0,34427.0,38790.4,38790.4,38790.4,38790.4,38790.4,38790.4,38790.4,55625.0,44500.0,42490.0,39494.0,42490.0,42490.0,42490.0,42490.0,40265.0,40265.0
MLA1381144819,18490.4,18490.4,18490.4,18490.4,18490.4,18490.4,17797.01,17566.0,17566.0,17566.0,17566.0,17566.0,17566.0,16410.0,18490.4,18490.4,18490.4,18490.4,18490.4,18490.4,18490.4,26238.0,20990.0,20203.0,20203.0,20203.0,20203.0,20203.0,19153.0,19153.0,19153.0
MLA1169854517,3326.0,3625.0,3371.0,3371.0,3371.0,3371.0,3272.0,3272.0,3272.0,3272.0,3068.0,3100.0,3100.0,3100.0,3136.0,3136.0,3136.0,3136.0,3136.0,3625.0,4785.0,3606.0,3606.0,4169.0,4169.0,4169.0,4169.0,4169.0,4169.0,4169.0,4169.0
MLA935920508,49600.0,49600.0,62900.0,62900.0,62900.0,62900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0,68900.0
MLA824747338,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0
MLA822798898,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0
MLA901572530,4208.0,4587.0,4266.0,4266.0,4266.0,4266.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4266.0,4266.0,4266.0,4266.0,4266.0,4266.0,4266.0,5275.0,5275.0,5275.0,5275.0,5275.0,5275.0,5275.0,5275.0,5275.0,5275.0
MLA821264063,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0
MLA826227380,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96,16797.96
MLA1380977934,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0,56110.0
MLA911178235,39469.0,39469.0,39469.0,39469.0,39469.0,39469.0,37495.55,37495.55,37495.55,37495.55,37495.55,37495.55,37495.55,37495.55,39469.0,44803.0,44803.0,44803.0,44803.0,44803.0,44803.0,44803.0,44803.0,42562.85,42562.85,42562.85,42562.85,42562.85,42562.85,44803.0,44803.0
MLA1378229931,45410.0,45410.0,45410.0,45410.0,45410.0,45410.0,43140.0,43140.0,41777.2,41777.2,41777.2,41777.2,41777.2,41777.2,45410.0,45410.0,45410.0,45410.0,45410.0,45410.0,45410.0,45410.0,45410.0,49951.0,44456.0,46454.0,46454.0,46454.0,44456.0,49951.0,49951.0
MLA1190183866,19728.0,21920.0,21920.0,21920.0,21920.0,21920.0,21920.0,21920.0,18859.0,18040.0,18040.0,21920.0,21920.0,18040.0,21920.0,21920.0,23016.0,23016.0,23016.0,23016.0,23016.0,23016.0,23016.0,26469.0,23293.0,24352.0,24352.0,24352.0,23293.0,26469.0,26469.0
MLA1385333267,34911.0,38790.0,38790.0,38790.0,38790.0,38790.0,33899.0,38790.0,33899.0,38790.0,33899.0,38790.0,38790.0,38790.0,38790.0,38790.0,35687.0,35687.0,40730.0,40730.0,40730.0,40730.0,40730.0,46431.0,40859.0,42716.0,42716.0,42716.0,40859.0,46431.0,46431.0
MLA805644530,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,10750.2,11316.0,11316.0,11316.0,11316.0,11316.0,11316.0,11316.0,11316.0,11316.0,11316.0
MLA616682776,19962.0,19962.0,21029.0,21029.0,21029.0,23496.0,20965.0,24388.0,22914.0,22914.0,22677.0,22914.0,22914.0,22914.0,23182.0,23182.0,23182.0,23182.0,23182.0,26800.0,35376.0,22780.0,26800.0,30390.0,25832.0,25832.0,25832.0,25832.0,25832.0,20502.0,30390.0
MLA1126740635,23370.0,23370.0,23370.0,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,23368.73,27509.0,27509.0,27509.0,27509.0,27509.0,27509.0,27509.0,27509.0,27509.0,31630.0,31630.0,31630.0,31630.0,31630.0,31630.0,31630.0
MLA1437404948,140328.0,175410.0,175410.0,175410.0,175410.0,175410.0,149099.0,149099.0,149099.0,149099.0,149099.0,149099.0,149099.0,149099.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0,145590.0
MLA679859565,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,9857.07,9539.1,9539.1
MLA785147304,29469.95,31021.0,29469.95,29469.95,29469.95,29469.95,28539.32,28539.32,28539.32,28539.32,28539.32,28539.32,28539.32,28539.32,29469.95,29469.95,29469.95,29469.95,29469.95,29469.95,31021.0,31021.0,31021.0,40327.0,40327.0,40327.0,40327.0,40327.0,40327.0,40327.0,40327.0
MLA657237185,35999.0,35999.0,35999.0,35999.0,35999.0,35999.0,35999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,38999.0,41999.0,39059.07,37799.1,37799.1
MLA911625761,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5289.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0
MLA866280994,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,17399.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0
MLA679809834,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16063.0,16063.0,16063.0,16063.0,16063.0,16063.0,16063.0,16063.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0,16908.0
MLA624669374,4270.93,4270.93,4270.93,4270.93,4798.8,4798.8,4798.8,4798.8,4798.8,4654.83,4654.83,4654.83,4654.83,4654.83,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4654.83,4654.83,4654.83,4654.83,4654.83,4654.83,4798.8,4798.8
MLA1373388437,15150.0,15150.0,15150.0,15150.0,15150.0,15150.0,14392.5,14392.5,14392.5,14392.5,14392.5,14392.5,14392.5,14392.5,15150.0,15150.0,15150.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15620.0,15620.0,15620.0,15620.0,15620.0,15620.0,15620.0
MLA1376819821,20590.15,20590.15,21363.0,21363.0,21363.0,21363.0,20722.11,20722.11,20722.11,20722.11,20722.11,20722.11,20722.11,20722.11,21363.0,21363.0,21363.0,24567.45,24567.45,24567.45,24567.45,24567.45,24567.45,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0
MLA922265722,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0
MLA925034136,10060.5,10590.0,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10060.5,10590.0,10590.0,10590.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0
MLA656746169,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0
MLA1128252634,77854.0,77854.0,88976.0,88976.0,88976.0,88976.0,81858.0,81858.0,81858.0,81858.0,81858.0,81858.0,81858.0,81858.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0,88976.0
MLA1546087582,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8022.0,8703.0,8703.0,8703.0,8703.0,8703.0,8703.0,8703.0,8703.0,8703.0
MLA918765851,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0
MLA1541006222,57420.0,57420.0,56999.0,56999.0,56999.0,56999.0,55289.0,55289.0,55289.0,55289.0,55289.0,55289.0,55289.0,55289.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,59492.0,59492.0,56933.0,54455.0
MLA1388839089,15369.0,15369.0,17768.0,17768.0,17768.0,17768.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,17768.0,17768.0,16347.0,16347.0,16347.0,16347.0,23453.0,23453.0,19935.0,17543.0,17543.0,17543.0,17543.0,17543.0,17543.0,23264.0,23264.0
MLA934279730,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26
MLA917789892,13056.0,16063.0,14319.0,14319.0,14319.0,14939.0,14370.0,14370.0,14370.0,14370.0,13745.0,14370.0,14370.0,14370.0,14119.0,14119.0,14119.0,14119.0,14119.0,16063.0,21203.0,15979.0,15979.0,15933.0,15887.0,15933.0,15933.0,15933.0,15933.0,15887.0,15887.0
MLA1208007881,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,69999.0,84698.79,84698.79,84698.79,84698.79,84698.79,79999.0,79999.0,79999.0,79999.0,79999.0,79999.0,79999.0,79999.0,79999.0
MLA1388793127,15369.0,15369.0,17768.0,17768.0,17768.0,17768.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,15636.0,17768.0,17768.0,16347.0,16347.0,16347.0,16347.0,23453.0,23453.0,19935.0,17543.0,17543.0,17543.0,17543.0,17543.0,17543.0,23264.0,23264.0
MLA1128897155,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,16498.9,16498.9,16498.9,16498.9,16498.9,16498.9,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0
MLA1373400299,25550.0,25550.0,25550.0,25550.0,25550.0,25550.0,24272.5,24272.5,24272.5,24272.5,24272.5,24272.5,24272.5,24272.5,25550.0,25550.0,25550.0,26560.0,26560.0,26560.0,26560.0,26560.0,26560.0,26560.0,26315.0,26315.0,26315.0,26315.0,26315.0,26315.0,26315.0
MLA1375810617,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01,9404.01
MLA1169021187,113399.0,113399.0,113399.0,113399.0,113399.0,113399.0,106799.0,106799.0,106799.0,106799.0,106799.0,106799.0,106799.0,106799.0,113399.0,107999.0,113399.0,110259.0,113399.0,113399.0,113399.0,119500.0,119500.0,112499.0,112499.0,112499.0,112499.0,112499.0,119500.0,111999.0,111999.0
MLA1384166305,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1767.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0
MLA1324077461,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,18698.9,18698.9,18698.9,18698.9,18698.9,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0
MLA898465755,6191.85,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,6625.28,7497.0,7497.0,7871.85,7871.85,7871.85,7871.85,7871.85,7871.85,7871.85
MLA1105207843,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,17598.9,17598.9,17598.9,17598.9,17598.9,17598.9,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0
MLA1172298668,9958.8,9958.8,14748.0,14748.0,14748.0,14748.0,12535.8,12535.8,12535.8,12535.8,13575.35,13575.35,13575.35,13575.35,13735.06,13735.06,13735.06,13735.06,13735.06,13735.06,13735.06,13735.06,13735.06,13575.35,13575.35,13575.35,13575.35,13575.35,13575.35,13735.06,13735.06
MLA606861275,6950.0,6950.0,6950.0,6950.0,6950.0,6950.0,6602.5,6602.5,6602.5,6602.5,6602.5,6602.5,6602.5,6602.5,6950.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7750.0,7750.0
MLA1349048843,4727.0,8206.0,5703.0,5703.0,5703.0,7632.0,5860.0,5860.0,5860.0,5860.0,5518.0,5860.0,5860.0,5860.0,5703.0,5703.0,5703.0,5703.0,5703.0,8206.0,10832.0,6660.0,6660.0,6636.0,6613.0,6636.0,6636.0,6636.0,8493.0,6613.0,6613.0
MLA1379247412,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,16498.9,16498.9,16498.9,16498.9,16498.9,16498.9,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0
MLA1388347635,17999.1,17999.1,17999.1,17999.1,17999.1,17999.1,14999.0,14999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,17999.1,17999.1,17999.1,17999.1,17999.1,18599.07,18599.07,18599.07,15999.2,15199.0,15199.0,15999.0,15999.0,15999.0,15999.0,19999.0,19999.0
MLA1156212889,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0,113400.0
MLA1389752409,43190.0,46501.0,50320.0,50320.0,54549.75,54549.75,47851.0,47851.0,40673.0,47851.0,47851.0,47851.0,47851.0,47851.0,38759.0,39238.0,39716.0,38759.0,44980.0,40195.0,44980.0,44979.62,57420.79,57421.0,51679.0,57421.0,52157.0,50722.0,52157.0,51200.0,51200.0
